input,the_rank,recommendation,type1,type2,abilities,generation,learn_more
Exploud,5,Emboar,fire,fighting,"Blaze, Reckless",5,https://pokemondb.net/pokedex/Emboar
Exploud,6,Gastrodon,water,ground,"Sticky Hold, Storm Drain, Sand Force",4,https://pokemondb.net/pokedex/Gastrodon
Exploud,7,Walrein,ice,water,"Thick Fat, Ice Body, Oblivious",3,https://pokemondb.net/pokedex/Walrein
Exploud,8,Swalot,poison,,"Liquid Ooze, Sticky Hold, Gluttony",3,https://pokemondb.net/pokedex/Swalot
Exploud,9,Aurorus,rock,ice,"Refrigerate, Snow Warning",6,https://pokemondb.net/pokedex/Aurorus
Exploud,10,Dunsparce,normal,,"Serene Grace, Run Away, Rattled",2,https://pokemondb.net/pokedex/Dunsparce
Farfetch'd,1,Larvesta,bug,fire,"Flame Body, Swarm",5,https://pokemondb.net/pokedex/Larvesta
Farfetch'd,2,Mienfoo,fighting,,"Inner Focus, Regenerator, Reckless",5,https://pokemondb.net/pokedex/Mienfoo
Farfetch'd,3,Luxio,electric,,"Rivalry, Intimidate, Guts",4,https://pokemondb.net/pokedex/Luxio
Farfetch'd,4,Nidorino,poison,,"Poison Point, Rivalry, Hustle",1,https://pokemondb.net/pokedex/Nidorino
Farfetch'd,5,Crabrawler,fighting,,"Hyper Cutter, Iron Fist, Anger Point",7,https://pokemondb.net/pokedex/Crabrawler
Farfetch'd,6,Vibrava,ground,dragon,Levitate,3,https://pokemondb.net/pokedex/Vibrava
Farfetch'd,7,Trumbeak,normal,flying,"Keen Eye, Skill Link, Pickup",7,https://pokemondb.net/pokedex/Trumbeak
Farfetch'd,8,Growlithe,fire,,"Intimidate, Flash Fire, Justified",1,https://pokemondb.net/pokedex/Growlithe
Farfetch'd,9,Anorith,rock,bug,"Battle Armor, Swift Swim",3,https://pokemondb.net/pokedex/Anorith
Farfetch'd,10,Teddiursa,normal,,"Pickup, Quick Feet, Honey Gather",2,https://pokemondb.net/pokedex/Teddiursa
Fearow,1,Purugly,normal,,"Thick Fat, Own Tempo, Defiant",4,https://pokemondb.net/pokedex/Purugly
Fearow,2,Primeape,fighting,,"Vital Spirit, Anger Point, Defiant",1,https://pokemondb.net/pokedex/Primeape
Fearow,3,Basculin,water,,"Reckless, Rock Head, Adaptability, Mold Breaker",5,https://pokemondb.net/pokedex/Basculin
Fearow,4,Cinccino,normal,,"Cute Charm, Technician, Skill Link",5,https://pokemondb.net/pokedex/Cinccino
Fearow,5,Bruxish,water,psychic,"Dazzling, Strong Jaw, Wonder Skin ",7,https://pokemondb.net/pokedex/Bruxish
Fearow,6,Ambipom,normal,,"Technician, Pickup, Skill Link",4,https://pokemondb.net/pokedex/Ambipom
Fearow,7,Gabite,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Gabite
Fearow,8,Dodrio,normal,flying,"Run Away, Early Bird, Tangled Feet",1,https://pokemondb.net/pokedex/Dodrio
Fearow,9,Sawsbuck,normal,grass,"Chlorophyll, Sap Sipper, Serene Grace",5,https://pokemondb.net/pokedex/Sawsbuck
Fearow,10,Emolga,electric,flying,"Static, Motor Drive",5,https://pokemondb.net/pokedex/Emolga
Feebas,1,Combee,bug,flying,"Honey Gather, Hustle",4,https://pokemondb.net/pokedex/Combee
Feebas,2,Wimpod,bug,water,Wimp Out,7,https://pokemondb.net/pokedex/Wimpod
Feebas,3,Pichu,electric,,"Static, Lightningrod",2,https://pokemondb.net/pokedex/Pichu
Feebas,4,Smeargle,normal,,"Own Tempo, Technician, Moody",2,https://pokemondb.net/pokedex/Smeargle
Feebas,5,Zigzagoon,normal,,"Pickup, Gluttony, Quick Feet",3,https://pokemondb.net/pokedex/Zigzagoon
Feebas,6,Diglett,ground,ground,"Sand Veil, Arena Trap, Sand Force, Sand Veil, Tangling Hair, Sand Force",1,https://pokemondb.net/pokedex/Diglett
Feebas,7,Surskit,bug,water,"Swift Swim, Rain Dish",3,https://pokemondb.net/pokedex/Surskit
Feebas,8,Bunnelby,normal,,"Pickup, Cheek Pouch, Huge Power",6,https://pokemondb.net/pokedex/Bunnelby
Feebas,9,Hoppip,grass,flying,"Chlorophyll, Leaf Guard, Infiltrator",2,https://pokemondb.net/pokedex/Hoppip
Feebas,10,Rattata,normal,dark,"Run Away, Guts, Hustle, Gluttony, Hustle, Thick Fat",1,https://pokemondb.net/pokedex/Rattata
Fennekin,1,Treecko,grass,,"Overgrow, Unburden",3,https://pokemondb.net/pokedex/Treecko
Fennekin,2,Charmander,fire,,"Blaze, Solar Power",1,https://pokemondb.net/pokedex/Charmander
Fennekin,3,Cyndaquil,fire,,"Blaze, Flash Fire",2,https://pokemondb.net/pokedex/Cyndaquil
Fennekin,4,Vulpix,fire,ice,"Flash Fire, Drought, Snow Cloak, Snow Warning",1,https://pokemondb.net/pokedex/Vulpix
Fennekin,5,Kirlia,psychic,fairy,"Synchronize, Trace, Telepathy",3,https://pokemondb.net/pokedex/Kirlia
Fennekin,6,Psyduck,water,,"Damp, Cloud Nine, Swift Swim",1,https://pokemondb.net/pokedex/Psyduck
Fennekin,7,Joltik,bug,electric,"Compoundeyes, Unnerve, Swarm",5,https://pokemondb.net/pokedex/Joltik
Fennekin,8,Bulbasaur,grass,poison,"Overgrow, Chlorophyll",1,https://pokemondb.net/pokedex/Bulbasaur
Fennekin,9,Vanillite,ice,,"Ice Body, Snow Cloak, Weak Armor",5,https://pokemondb.net/pokedex/Vanillite
Fennekin,10,Natu,psychic,flying,"Synchronize, Early Bird, Magic Bounce",2,https://pokemondb.net/pokedex/Natu
Feraligatr,1,Poliwrath,water,fighting,"Water Absorb, Damp, Swift Swim",1,https://pokemondb.net/pokedex/Poliwrath
Feraligatr,2,Nidoqueen,poison,ground,"Poison Point, Rivalry, Sheer Force",1,https://pokemondb.net/pokedex/Nidoqueen
Feraligatr,3,Malamar,dark,psychic,"Contrary, Suction Cups, Infiltrator",6,https://pokemondb.net/pokedex/Malamar
Feraligatr,4,Torterra,grass,ground,"Overgrow, Shell Armor",4,https://pokemondb.net/pokedex/Torterra
Feraligatr,5,Incineroar,fire,dark,"Blaze, Intimidate",7,https://pokemondb.net/pokedex/Incineroar
Feraligatr,6,Garbodor,poison,,"Stench, Weak Armor, Aftermath",5,https://pokemondb.net/pokedex/Garbodor
Feraligatr,7,Chesnaught,grass,fighting,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Chesnaught
Feraligatr,8,Luxray,electric,,"Rivalry, Intimidate, Guts",4,https://pokemondb.net/pokedex/Luxray
Feraligatr,9,Barbaracle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Barbaracle
Feraligatr,10,Stoutland,normal,,"Intimidate, Sand Rush, Scrappy",5,https://pokemondb.net/pokedex/Stoutland
Ferroseed,1,Bronzor,steel,psychic,"Levitate, Heatproof, Heavy Metal",4,https://pokemondb.net/pokedex/Bronzor
Ferroseed,2,Duskull,ghost,,"Levitate, Frisk",3,https://pokemondb.net/pokedex/Duskull
Ferroseed,3,Shelmet,bug,,"Hydration, Shell Armor, Overcoat",5,https://pokemondb.net/pokedex/Shelmet
Ferroseed,4,Beldum,steel,psychic,"Clear Body, Light Metal",3,https://pokemondb.net/pokedex/Beldum
Ferroseed,5,Whirlipede,bug,poison,"Poison Point, Swarm, Speed Boost",5,https://pokemondb.net/pokedex/Whirlipede
Ferroseed,6,Klink,steel,,"Plus, Minus, Clear Body",5,https://pokemondb.net/pokedex/Klink
Ferroseed,7,Yamask,ghost,,Mummy,5,https://pokemondb.net/pokedex/Yamask
Ferroseed,8,Dewpider,water,bug,"Water Bubble, Water Absorb",7,https://pokemondb.net/pokedex/Dewpider
Ferroseed,9,Togepi,fairy,,"Hustle, Serene Grace, Super Luck",2,https://pokemondb.net/pokedex/Togepi
Ferroseed,10,Cubone,ground,,"Rock Head, Lightningrod, Battle Armor",1,https://pokemondb.net/pokedex/Cubone
Ferrothorn,1,Bronzong,steel,psychic,"Levitate, Heatproof, Heavy Metal",4,https://pokemondb.net/pokedex/Bronzong
Ferrothorn,2,Sableye,dark,ghost,"Keen Eye, Stall, Prankster",3,https://pokemondb.net/pokedex/Sableye
Ferrothorn,3,Scrafty,dark,fighting,"Shed Skin, Moxie, Intimidate",5,https://pokemondb.net/pokedex/Scrafty
Ferrothorn,4,Vespiquen,bug,flying,"Pressure, Unnerve",4,https://pokemondb.net/pokedex/Vespiquen
Ferrothorn,5,Dusclops,ghost,,"Pressure, Frisk",3,https://pokemondb.net/pokedex/Dusclops
Ferrothorn,6,Dusknoir,ghost,,"Pressure, Frisk",4,https://pokemondb.net/pokedex/Dusknoir
Ferrothorn,7,Pyukumuku,water,,"Innards Out, Unaware",7,https://pokemondb.net/pokedex/Pyukumuku
Ferrothorn,8,Cradily,rock,grass,"Suction Cups, Storm Drain",3,https://pokemondb.net/pokedex/Cradily
Ferrothorn,9,Spiritomb,ghost,dark,"Pressure, Infiltrator",4,https://pokemondb.net/pokedex/Spiritomb
Ferrothorn,10,Araquanid,water,bug,"Water Bubble, Water Absorb",7,https://pokemondb.net/pokedex/Araquanid
Finneon,1,Snivy,grass,,"Overgrow, Contrary",5,https://pokemondb.net/pokedex/Snivy
Finneon,2,Trubbish,poison,,"Stench, Sticky Hold, Aftermath",5,https://pokemondb.net/pokedex/Trubbish
Finneon,3,Joltik,bug,electric,"Compoundeyes, Unnerve, Swarm",5,https://pokemondb.net/pokedex/Joltik
Finneon,4,Eevee,normal,,"Run Away, Adaptability, Anticipation",1,https://pokemondb.net/pokedex/Eevee
Finneon,5,Pansear,fire,,"Gluttony, Blaze",5,https://pokemondb.net/pokedex/Pansear
Finneon,6,Panpour,water,,"Gluttony, Torrent",5,https://pokemondb.net/pokedex/Panpour
Finneon,7,Pansage,grass,,"Gluttony, Overgrow",5,https://pokemondb.net/pokedex/Pansage
Finneon,8,Skiploom,grass,flying,"Chlorophyll, Leaf Guard, Infiltrator",2,https://pokemondb.net/pokedex/Skiploom
Finneon,9,Espurr,psychic,,"Keen Eye, Infiltrator, Own Tempo",6,https://pokemondb.net/pokedex/Espurr
Finneon,10,Spinda,normal,,"Own Tempo, Tangled Feet, Contrary",3,https://pokemondb.net/pokedex/Spinda
Flaaffy,1,Amaura,rock,ice,"Refrigerate, Snow Warning",6,https://pokemondb.net/pokedex/Amaura
Flaaffy,2,Skiddo,grass,,"Sap Sipper, Grass Pelt",6,https://pokemondb.net/pokedex/Skiddo
Flaaffy,3,Snover,grass,ice,"Snow Warning, Soundproof",4,https://pokemondb.net/pokedex/Snover
Flaaffy,4,Elgyem,psychic,,"Telepathy, Synchronize, Analytic",5,https://pokemondb.net/pokedex/Elgyem
Flaaffy,5,Clefairy,fairy,,"Cute Charm, Magic Guard, Friend Guard",1,https://pokemondb.net/pokedex/Clefairy
Flaaffy,6,Swirlix,fairy,,"Sweet Veil, Unburden",6,https://pokemondb.net/pokedex/Swirlix
Flaaffy,7,Lampent,ghost,fire,"Flash Fire, Flame Body, Infiltrator",5,https://pokemondb.net/pokedex/Lampent
Flaaffy,8,Lombre,water,grass,"Swift Swim, Rain Dish, Own Tempo",3,https://pokemondb.net/pokedex/Lombre
Flaaffy,9,Shellos,water,,"Sticky Hold, Storm Drain, Sand Force",4,https://pokemondb.net/pokedex/Shellos
Flaaffy,10,Popplio,water,,"Torrent, Liquid Voice",7,https://pokemondb.net/pokedex/Popplio
Flabébé,1,Goomy,dragon,,"Sap Sipper, Hydration, Gooey",6,https://pokemondb.net/pokedex/Goomy
Flabébé,2,Frillish,water,ghost,"Water Absorb, Cursed Body, Damp",5,https://pokemondb.net/pokedex/Frillish
Flabébé,3,Gothita,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothita
Flabébé,4,Bulbasaur,grass,poison,"Overgrow, Chlorophyll",1,https://pokemondb.net/pokedex/Bulbasaur
Flabébé,5,Budew,grass,poison,"Natural Cure, Poison Point, Leaf Guard",4,https://pokemondb.net/pokedex/Budew
Flabébé,6,Lombre,water,grass,"Swift Swim, Rain Dish, Own Tempo",3,https://pokemondb.net/pokedex/Lombre
Flabébé,7,Vanillite,ice,,"Ice Body, Snow Cloak, Weak Armor",5,https://pokemondb.net/pokedex/Vanillite
Flabébé,8,Kirlia,psychic,fairy,"Synchronize, Trace, Telepathy",3,https://pokemondb.net/pokedex/Kirlia
Flabébé,9,Fennekin,fire,,"Blaze, Magician",6,https://pokemondb.net/pokedex/Fennekin
Flabébé,10,Drowzee,psychic,,"Insomnia, Forewarn, Inner Focus",1,https://pokemondb.net/pokedex/Drowzee
Flareon,1,Decidueye,grass,ghost,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Decidueye
Flareon,2,Electivire,electric,,"Motor Drive, Vital Spirit",4,https://pokemondb.net/pokedex/Electivire
Flareon,3,Banette,ghost,,"Insomnia, Frisk, Cursed Body",3,https://pokemondb.net/pokedex/Banette
Flareon,4,Vanilluxe,ice,,"Ice Body, Snow Warning, Weak Armor",5,https://pokemondb.net/pokedex/Vanilluxe
Flareon,5,Dragonite,dragon,flying,"Inner Focus, Multiscale",1,https://pokemondb.net/pokedex/Dragonite
Flareon,6,Magmortar,fire,,"Flame Body, Vital Spirit",4,https://pokemondb.net/pokedex/Magmortar
Flareon,7,Kingdra,water,dragon,"Swift Swim, Sniper, Damp",2,https://pokemondb.net/pokedex/Kingdra
Flareon,8,Mesprit,psychic,,Levitate,4,https://pokemondb.net/pokedex/Mesprit
Flareon,9,Altaria,dragon,flying,"Natural Cure, Cloud Nine",3,https://pokemondb.net/pokedex/Altaria
Flareon,10,Genesect,bug,steel,Download,5,https://pokemondb.net/pokedex/Genesect
Fletchinder,1,Poliwhirl,water,,"Water Absorb, Damp, Swift Swim",1,https://pokemondb.net/pokedex/Poliwhirl
Fletchinder,2,Delcatty,normal,,"Cute Charm, Normalize, Wonder Skin ",3,https://pokemondb.net/pokedex/Delcatty
Fletchinder,3,Gabite,dragon,ground,"Sand Veil, Rough Skin",4,https://pokemondb.net/pokedex/Gabite
Fletchinder,4,Monferno,fire,fighting,"Blaze, Iron Fist",4,https://pokemondb.net/pokedex/Monferno
Fletchinder,5,Palpitoad,water,ground,"Swift Swim, Hydration, Water Absorb",5,https://pokemondb.net/pokedex/Palpitoad
Fletchinder,6,Ponyta,fire,,"Run Away, Flash Fire, Flame Body",1,https://pokemondb.net/pokedex/Ponyta
Fletchinder,7,Yanma,bug,flying,"Speed Boost, Compoundeyes, Frisk",2,https://pokemondb.net/pokedex/Yanma
Fletchinder,8,Torracat,fire,,"Blaze, Intimidate",7,https://pokemondb.net/pokedex/Torracat
Fletchinder,9,Watchog,normal,,"Illuminate, Keen Eye, Analytic",5,https://pokemondb.net/pokedex/Watchog
Fletchinder,10,Fearow,normal,flying,"Keen Eye, Sniper",1,https://pokemondb.net/pokedex/Fearow
Fletchling,1,Barboach,water,ground,"Oblivious, Anticipation, Hydration",3,https://pokemondb.net/pokedex/Barboach
Fletchling,2,Pidgey,normal,flying,"Keen Eye, Tangled Feet, Big Pecks",1,https://pokemondb.net/pokedex/Pidgey
Fletchling,3,Tympole,water,,"Swift Swim, Hydration, Water Absorb",5,https://pokemondb.net/pokedex/Tympole
Fletchling,4,Purrloin,dark,,"Limber, Unburden, Prankster",5,https://pokemondb.net/pokedex/Purrloin
Fletchling,5,Tynamo,electric,,Levitate,5,https://pokemondb.net/pokedex/Tynamo
Fletchling,6,Nidoran♂,poison,,"Poison Point, Rivalry, Hustle",1,https://pokemondb.net/pokedex/Nidoran♂
Fletchling,7,Skitty,normal,,"Cute Charm, Normalize, Wonder Skin ",3,https://pokemondb.net/pokedex/Skitty
Fletchling,8,Zubat,poison,flying,"Inner Focus, Infiltrator",1,https://pokemondb.net/pokedex/Zubat
Fletchling,9,Steenee,grass,,"Leaf Guard, Oblivious, Sweet Veil",7,https://pokemondb.net/pokedex/Steenee
Fletchling,10,Rockruff,rock,,"Keen Eye, Vital Spirit, Steadfast",7,https://pokemondb.net/pokedex/Rockruff
Floatzel,1,Zebstrika,electric,,"Lightningrod, Motor Drive, Sap Sipper",5,https://pokemondb.net/pokedex/Zebstrika
Floatzel,2,Cinccino,normal,,"Cute Charm, Technician, Skill Link",5,https://pokemondb.net/pokedex/Cinccino
Floatzel,3,Simipour,water,,"Gluttony, Torrent",5,https://pokemondb.net/pokedex/Simipour
Floatzel,4,Simisear,fire,,"Gluttony, Blaze",5,https://pokemondb.net/pokedex/Simisear
Floatzel,5,Simisage,grass,,"Gluttony, Overgrow",5,https://pokemondb.net/pokedex/Simisage
Floatzel,6,Basculin,water,,"Reckless, Rock Head, Adaptability, Mold Breaker",5,https://pokemondb.net/pokedex/Basculin
Floatzel,7,Hawlucha,fighting,flying,"Limber, Unburden, Mold Breaker",6,https://pokemondb.net/pokedex/Hawlucha
Floatzel,8,Liepard,dark,,"Limber, Unburden, Prankster",5,https://pokemondb.net/pokedex/Liepard
Floatzel,9,Swanna,water,flying,"Keen Eye, Big Pecks, Hydration",5,https://pokemondb.net/pokedex/Swanna
Floatzel,10,Ambipom,normal,,"Technician, Pickup, Skill Link",4,https://pokemondb.net/pokedex/Ambipom
Floette,1,Tapu Lele,psychic,fairy,"Psychic Surge, Telepathy",7,https://pokemondb.net/pokedex/Tapu Lele
Floette,2,Volcarona,bug,fire,"Flame Body, Swarm",5,https://pokemondb.net/pokedex/Volcarona
Floette,3,Gardevoir,psychic,fairy,"Synchronize, Trace, Telepathy",3,https://pokemondb.net/pokedex/Gardevoir
Floette,4,Magmortar,fire,,"Flame Body, Vital Spirit",4,https://pokemondb.net/pokedex/Magmortar
Floette,5,Nihilego,rock,poison,Beast Boost,7,https://pokemondb.net/pokedex/Nihilego
Floette,6,Virizion,grass,fighting,Justified,5,https://pokemondb.net/pokedex/Virizion
Floette,7,Raikou,electric,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Raikou
Floette,8,Goodra,dragon,,"Sap Sipper, Hydration, Gooey",6,https://pokemondb.net/pokedex/Goodra
Floette,9,Articuno,ice,flying,"Pressure, Snow Cloak",1,https://pokemondb.net/pokedex/Articuno
Floette,10,Charizard,fire,flying,"Blaze, Solar Power",1,https://pokemondb.net/pokedex/Charizard
Florges,1,Sylveon,fairy,,"Cute Charm, Pixilate",6,https://pokemondb.net/pokedex/Sylveon
Florges,2,Milotic,water,,"Marvel Scale, Competitive, Cute Charm",3,https://pokemondb.net/pokedex/Milotic
Florges,3,Mantine,water,flying,"Swift Swim, Water Absorb, Water Veil",2,https://pokemondb.net/pokedex/Mantine
Florges,4,Primarina,water,fairy,"Torrent, Liquid Voice",7,https://pokemondb.net/pokedex/Primarina
Florges,5,Togekiss,fairy,flying,"Hustle, Serene Grace, Super Luck",4,https://pokemondb.net/pokedex/Togekiss
Florges,6,Grumpig,psychic,,"Thick Fat, Own Tempo, Gluttony",3,https://pokemondb.net/pokedex/Grumpig
Florges,7,Dragalge,poison,dragon,"Poison Point, Poison Touch, Adaptability",6,https://pokemondb.net/pokedex/Dragalge
Florges,8,Oranguru,normal,psychic,"Inner Focus, Telepathy, Symbiosis",7,https://pokemondb.net/pokedex/Oranguru
Florges,9,Hypno,psychic,,"Insomnia, Forewarn, Inner Focus",1,https://pokemondb.net/pokedex/Hypno
Florges,10,Tapu Fini,water,fairy,"Misty Surge, Telepathy",7,https://pokemondb.net/pokedex/Tapu Fini
Flygon,1,Leavanny,bug,grass,"Swarm, Chlorophyll, Overcoat",5,https://pokemondb.net/pokedex/Leavanny
Flygon,2,Nidoking,poison,ground,"Poison Point, Rivalry, Sheer Force",1,https://pokemondb.net/pokedex/Nidoking
Flygon,3,Rapidash,fire,,"Run Away, Flash Fire, Flame Body",1,https://pokemondb.net/pokedex/Rapidash
Flygon,4,Medicham,fighting,psychic,"Pure Power, Telepathy",3,https://pokemondb.net/pokedex/Medicham
Flygon,5,Bruxish,water,psychic,"Dazzling, Strong Jaw, Wonder Skin ",7,https://pokemondb.net/pokedex/Bruxish
Flygon,6,Sawsbuck,normal,grass,"Chlorophyll, Sap Sipper, Serene Grace",5,https://pokemondb.net/pokedex/Sawsbuck
Flygon,7,Golduck,water,,"Damp, Cloud Nine, Swift Swim",1,https://pokemondb.net/pokedex/Golduck
Flygon,8,Infernape,fire,fighting,"Blaze, Iron Fist",4,https://pokemondb.net/pokedex/Infernape
Flygon,9,Scyther,bug,flying,"Swarm, Technician, Steadfast",1,https://pokemondb.net/pokedex/Scyther
Flygon,10,Phione,water,,Hydration,4,https://pokemondb.net/pokedex/Phione
Fomantis,1,Spinarak,bug,poison,"Swarm, Insomnia, Sniper",2,https://pokemondb.net/pokedex/Spinarak
Fomantis,2,Patrat,normal,,"Run Away, Keen Eye, Analytic",5,https://pokemondb.net/pokedex/Patrat
Fomantis,3,Shinx,electric,,"Rivalry, Intimidate, Guts",4,https://pokemondb.net/pokedex/Shinx
Fomantis,4,Poochyena,dark,,"Run Away, Quick Feet, Rattled",3,https://pokemondb.net/pokedex/Poochyena
Fomantis,5,Nidoran♂,poison,,"Poison Point, Rivalry, Hustle",1,https://pokemondb.net/pokedex/Nidoran♂
Fomantis,6,Grubbin,bug,,Swarm,7,https://pokemondb.net/pokedex/Grubbin
Fomantis,7,Croagunk,poison,fighting,"Anticipation, Dry Skin, Poison Touch",4,https://pokemondb.net/pokedex/Croagunk
Fomantis,8,Tyrogue,fighting,,"Guts, Steadfast, Vital Spirit",2,https://pokemondb.net/pokedex/Tyrogue
Fomantis,9,Pidove,normal,flying,"Big Pecks, Super Luck, Rivalry",5,https://pokemondb.net/pokedex/Pidove
Fomantis,10,Shuppet,ghost,,"Insomnia, Frisk, Cursed Body",3,https://pokemondb.net/pokedex/Shuppet
Foongus,1,Spheal,ice,water,"Thick Fat, Ice Body, Oblivious",3,https://pokemondb.net/pokedex/Spheal
Foongus,2,Shellos,water,,"Sticky Hold, Storm Drain, Sand Force",4,https://pokemondb.net/pokedex/Shellos
Foongus,3,Spritzee,fairy,,"Healer, Aroma Veil",6,https://pokemondb.net/pokedex/Spritzee
Foongus,4,Clefairy,fairy,,"Cute Charm, Magic Guard, Friend Guard",1,https://pokemondb.net/pokedex/Clefairy
Foongus,5,Numel,fire,ground,"Oblivious, Simple, Own Tempo",3,https://pokemondb.net/pokedex/Numel
Foongus,6,Snover,grass,ice,"Snow Warning, Soundproof",4,https://pokemondb.net/pokedex/Snover
Foongus,7,Rowlet,grass,flying,"Overgrow, Long Reach",7,https://pokemondb.net/pokedex/Rowlet
Foongus,8,Skrelp,poison,water,"Poison Point, Poison Touch, Adaptability",6,https://pokemondb.net/pokedex/Skrelp
Foongus,9,Gulpin,poison,,"Liquid Ooze, Sticky Hold, Gluttony",3,https://pokemondb.net/pokedex/Gulpin
Foongus,10,Grimer,poison,poison,"Stench, Sticky Hold, Poison Touch, Poison Touch, Gluttony, Power of Alchemy",1,https://pokemondb.net/pokedex/Grimer
Forretress,1,Lairon,steel,rock,"Sturdy, Rock Head, Heavy Metal",3,https://pokemondb.net/pokedex/Lairon
Forretress,2,Crustle,bug,rock,"Sturdy, Shell Armor, Weak Armor",5,https://pokemondb.net/pokedex/Crustle
Forretress,3,Carracosta,water,rock,"Solid Rock, Sturdy, Swift Swim",5,https://pokemondb.net/pokedex/Carracosta
Forretress,4,Golem,rock,ground,"Rock Head, Sturdy, Sand Veil, Magnet Pull, Sturdy, Galvanize",1,https://pokemondb.net/pokedex/Golem
Forretress,5,Gourgeist,ghost,grass,"Pickup, Frisk, Insomnia",6,https://pokemondb.net/pokedex/Gourgeist
Forretress,6,Doublade,steel,ghost,No Guard,6,https://pokemondb.net/pokedex/Doublade
Forretress,7,Torkoal,fire,,"White Smoke, Drought, Shell Armor",3,https://pokemondb.net/pokedex/Torkoal
Forretress,8,Relicanth,water,rock,"Swift Swim, Rock Head, Sturdy",3,https://pokemondb.net/pokedex/Relicanth
Forretress,9,Donphan,ground,,"Sturdy, Sand Veil",2,https://pokemondb.net/pokedex/Donphan
Forretress,10,Weezing,poison,,Levitate,1,https://pokemondb.net/pokedex/Weezing
Fraxure,1,Breloom,grass,fighting,"Effect Spore, Poison Heal, Technician",3,https://pokemondb.net/pokedex/Breloom
Fraxure,2,Mudbray,ground,,"Own Tempo, Stamina, Inner Focus",7,https://pokemondb.net/pokedex/Mudbray
Fraxure,3,Machoke,fighting,,"Guts, No Guard, Steadfast",1,https://pokemondb.net/pokedex/Machoke
Fraxure,4,Sawk,fighting,,"Sturdy, Inner Focus, Mold Breaker",5,https://pokemondb.net/pokedex/Sawk
Fraxure,5,Gurdurr,fighting,,"Guts, Sheer Force, Iron Fist",5,https://pokemondb.net/pokedex/Gurdurr
Fraxure,6,Gumshoos,normal,,"Stakeout, Strong Jaw, Adaptability",7,https://pokemondb.net/pokedex/Gumshoos
